addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 양평군 양동면 장만대길 89-11,유선재,31,B02,B0201,B02011600,3438041,32,20241206100343,,,,127.7092929219,37.4905124838,6,20241218153651,19,0507-1344-4366,유선재,12533,41,830,AC,AC03,AC030200
경기도 양평군 단월면 섬이길 216,,31,B02,B0201,B02010700,3438560,32,20241206115056,,,,127.5884305134,37.6252835176,6,20241218153557,19,0507-1458-8487,잔원유림 풀빌라,12525,41,830,AC,AC03,AC030100
서울특별시 종로구 평창1길 7-4 (평창동),2층,1,B02,B0201,B02011100,3438559,32,20241206114845,,,,126.9635768407,37.6052328134,6,20241218153532,23,0507-1414-2388,Stay Vibe,03008,11,110,AC,AC06,AC060200
전라남도 나주시 금성관길 43-4 (산정동),,,B02,B0201,B02011600,3438052,32,20241206101027,,,,126.7150505552,35.0346869107,6,20241218153306,,010-6551-0393,중정독채,58257,46,170,AC,AC03,AC030200
전라남도 나주시 노안면 금안한옥길 43,,,B02,B0201,B02011600,3438590,32,20241206125634,,,,126.6857548797,35.0769399852,6,20241218153135,,010-9887-6244,중정별채,58210,46,170,AC,AC03,AC030200
전라남도 구례군 광의면 은행정1길 27-5,,,B02,B0201,B02011600,3438591,32,20241206125841,,,,127.4536328486,35.2440369728,6,20241218153056,,0507-1401-9983,구례 문 한옥 게스트 하우스,57614,46,730,AC,AC03,AC030200
서울특별시 성북구 성북로 76-11 (성북동),,1,B02,B0201,B02011600,3438431,32,20241206111853,,,,127.0000238388,37.5939097842,6,20241218152846,17,0504-0904-2789,사월 한옥,02836,11,290,AC,AC03,AC030200
서울특별시 동대문구 서울시립대로25길 10 (전농동),B101호,1,B02,B0201,B02011100,3438659,32,20241206132405,,,,127.0522138438,37.5827620188,6,20241218152408,11,010-7656-3228,그루브하우스,02557,11,230,AC,AC06,AC060200
서울특별시 종로구 자하문로 33-7 (통인동),,,B02,B0201,B02011600,3438160,32,20241206102442,,,,126.9709796860,37.5790276599,6,20241218151424,,0507-1348-3282,통인 1939,03040,11,110,AC,AC03,AC030200
전라남도 여수시 박람회길 99,(덕충동),38,B02,B0201,B02010100,2604347,32,20190531013443,,,,127.7452196757,34.7585521582,,20241209174030,13,,한옥호텔 오동재,59723,46,130,AC,AC01,AC010100
경기도 파주시 문산읍 방촌로1294번길 47,,,B02,B0201,B02011600,3102079,32,20240217113832,,,,126.7542726294,37.8403822302,6,20241205130334,,031-906-3939,한옥에서 하루를,10841,41,480,AC,AC03,AC030200
전라남도 구례군 토지면 운조루길 35-17,,,B02,B0201,B02011600,3102031,32,20240217111637,,,,127.5118592361,35.2066505326,6,20241205124320,,010-3671-8252,소산당,57624,46,730,AC,AC03,AC030200
서울특별시 종로구 북촌로 94-14 (가회동),선음재,1,B02,B0201,B02011600,3102210,32,20240217152332,,,,126.9856309563,37.5850966614,6,20241205124230,23,010-2882-1090,선음재,03051,11,110,AC,AC03,AC030200
서울특별시 용산구 이태원로26길 25-12 (이태원동),,1,B02,B0201,B02011100,3102095,32,20240217123648,,,,126.9939205548,37.5333861525,6,20241205111644,21,010-5703-5703,보라보라,04391,11,170,AC,AC06,AC060200
전라남도 장흥군 장흥읍 송산길 59,,38,B02,B0201,B02011600,3102200,32,20240217151013,,,,126.8901667154,34.6530355573,6,20241128093706,20,010-5239-1592,오래된 숲(송산),59336,46,800,AC,AC03,AC030200
서울특별시 종로구 효자로7길 7-5,(통의동),1,B02,B0201,B02011600,2695730,32,20201210034449,,,,126.9734877974,37.5787999537,,20241127155914,23,,효자스테이,03044,11,110,AC,AC03,AC030200
경기도 파주시 탄현면 샘철길 38-12,,31,B02,B0201,B02011100,2671726,32,20200910191129,,,,126.6887356312,37.7894981080,,20241127154902,27,,헤이리풀빌라 워라벨 호스텔,10858,41,480,AC,AC06,AC060200
경상북도 울릉군 울릉읍 도동1길 35-10,,35,B02,B0201,B02010700,2570099,32,20181127183502,http://tong.visitkorea.or.kr/cms/resource/25/2568025_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2568025_image2_1.jpg,Type3,130.9064432767,37.4831429411,,20241127154539,17,054-791-7737,해오름관광펜션,40227,47,940,AC,AC03,AC030100
제주특별자치도 서귀포시 천제연로 158-4,(중문동),39,B02,B0201,B02011100,2626708,32,20191017231845,,,,126.4213570284,33.2523116402,,20241127154456,3,,해성파크텔,63546,50,130,AC,AC06,AC060200
충청남도 태안군 소원면 송의로 695-9,,34,B02,B0201,B02011600,2544734,32,20180427012040,http://tong.visitkorea.or.kr/cms/resource/12/2680312_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/2680312_image2_1.JPG,Type3,126.1612654683,36.8300475341,6,20241127154327,14,010-4498-8808,한채당 한옥체험관,32121,44,825,AC,AC03,AC030200
전라남도 목포시 유동로 51,(중앙동3가),38,B02,B0201,B02011600,2607675,32,20190622003017,,,,126.3802361926,34.7864010293,,20241127154002,8,010-9448-4398,학은재,58755,46,110,AC,AC03,AC030200
경기도 양평군 강하면 전의1길 43-6,,31,B02,B0201,B02010700,2651390,32,20200406195429,http://tong.visitkorea.or.kr/cms/resource/13/2721113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2721113_image3_1.jpg,Type3,127.4333815136,37.5012756128,,20241127151922,19,010-9081-5411,한옥마을 황토펜션[한국관광 품질인증/Korea Quality],12575,41,830,AC,AC03,AC030100
강원특별자치도 홍천군 서면 팔봉강변길 229,,32,B02,B0201,B02010700,629065,32,20080927001050,http://tong.visitkorea.or.kr/cms/resource/28/1853128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1853128_image3_1.jpg,Type3,127.7097007133,37.6977329075,6,20241127144922,16,010-8182-7833,타샤의 정원,25101,51,720,AC,AC03,AC030100
부산광역시 해운대구 해운대해변로197번길 14,(우동),6,B02,B0201,B02011100,2663616,32,20200715191913,,,,129.1530057486,35.1594102909,,20241127144627,16,,캔버스 블랙,48093,26,350,AC,AC06,AC060200
부산광역시 해운대구 해운대해변로197번길 13,(우동),6,B02,B0201,B02011100,2622984,32,20191005012100,,,,129.1526891145,35.1592353048,,20241127144557,16,010-2665-2183,캔버스,48093,26,350,AC,AC06,AC060200
서울특별시 종로구 북촌로 20-17,(재동),1,B02,B0201,B02011600,2575836,32,20181210230601,http://tong.visitkorea.or.kr/cms/resource/42/2575642_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/42/2575642_image2_1.PNG,Type3,126.9856811352,37.5786279695,,20241127144135,23,,북촌 게스트하우스,03059,11,110,AC,AC03,AC030200
전라남도 목포시 북교길 27,(북교동),38,B02,B0201,B02011100,2570728,32,20181129014634,http://tong.visitkorea.or.kr/cms/resource/13/2568913_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2568913_image2_1.jpg,Type3,126.3782306228,34.7943501009,,20241127140051,8,010-4136-1137,주식회사 더 오래뜰(게스트하우스 오래뜰),58725,46,110,AC,AC06,AC060200
전라남도 여수시 돌산읍 돌산로 3086,,38,B02,B0201,B02011100,2621735,32,20190930191055,,,,127.7629057701,34.6984230861,,20241127131421,13,010-3628-6337,자연담은(자연담은펜션),59771,46,130,AC,AC06,AC060200
경상북도 영덕군 축산면 상원길 109-24,,35,B02,B0201,B02011600,2699354,32,20201217035824,,,,129.4007483452,36.5076045038,,20241127130250,12,,은혜당,36419,47,770,AC,AC03,AC030200
전라남도 영암군 군서면 월암길 116-29,,38,B02,B0201,B02011600,2699326,32,20201217024727,,,,126.6545568287,34.7698768483,,20241127125852,17,,월출산 청풍명월,58434,46,830,AC,AC03,AC030200
부산광역시 수영구 광안해변로370번길 9-32,(민락동),6,B02,B0201,B02011100,2699563,32,20201218014724,,,,129.1343130018,35.1567852389,,20241127115115,12,,옐로우라이트하우스,48280,26,500,AC,AC06,AC060200
경상남도 산청군 단성면 지리산대로 2901-6,,36,B02,B0201,B02011600,2620236,32,20190921021521,,,,127.9367784380,35.2737087577,,20241127114625,9,,예다움,52252,48,860,AC,AC03,AC030200
전북특별자치도 무주군 설천면 보안길 90,,37,B02,B0201,B02010700,2699322,32,20201217023851,,,,127.7681903294,35.9073646256,,20241127111232,5,,양지 뜰 펜션(무주양지뜰펜션),55557,52,730,AC,AC03,AC030100
경기도 가평군 설악면 유명로 2108,,31,B02,B0201,B02010700,2626972,32,20191018200931,,,,127.4600929288,37.6949258467,,20241126164159,1,,아르노펜션,12459,41,820,AC,AC03,AC030100
경상남도 고성군 삼산면 자란만로 2128,,36,B02,B0201,B02010700,2579802,32,20181218234835,,,,128.2361859070,34.9424818379,6,20241126160615,3,055-673-0666,수성그린비,52954,48,820,AC,AC03,AC030100
서울특별시 마포구 마포대로14길 12-17,(공덕동),1,B02,B0201,B02011600,2696312,32,20201210223650,,,,126.9559902624,37.5480393261,,20241126155751,13,,소담스테이,04210,11,440,AC,AC03,AC030200
경상북도 경주시 내남면 포석로 435-12,,35,B02,B0201,B02011600,2701396,32,20201225003016,,,,129.2045588973,35.7808636366,,20241126154259,2,,서남산한옥,38197,47,130,AC,AC03,AC030200
인천광역시 중구 영종진광장로 52,(중산동),2,B02,B0201,B02010700,2700223,32,20201221224903,,,,126.5789899894,37.4962469840,,20241126152437,10,,블루오션펜션,22393,28,110,AC,AC03,AC030100
경상남도 사천시 서포면 토끼로 245-41,,36,B02,B0201,B02010700,2572858,32,20181204203547,http://tong.visitkorea.or.kr/cms/resource/96/2571696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2571696_image2_1.jpg,Type3,127.9662193887,34.9898550844,,20241126150447,8,010-2852-5674,바다정원펜션,52545,48,240,AC,AC03,AC030100
전북특별자치도 전주시 완산구 오목대길 40 양사재,,37,B02,B0201,B02011600,1871362,32,20131216231219,http://tong.visitkorea.or.kr/cms/resource/41/2999041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2999041_image3_1.jpg,Type1,127.1541362693,35.8131450840,6,20241126135202,12,063-282-4959,문화공간 양사재,55045,52,111,AC,AC03,AC030200
제주특별자치도 서귀포시 돈내코로 180,(상효동),39,B02,B0201,B02011100,2621853,32,20190930223222,,,,126.5785144865,33.3029335392,,20241126130853,3,010-7277-1439,돈내코힐 리조트,63582,50,130,AC,AC06,AC060200
경상북도 청도군 각남면 구곡1길 66-32,,35,B02,B0201,B02010700,2692190,32,20201207182215,,,,128.6681627264,35.6373698403,,20241126130248,20,,더 포레 관광펜션,38321,47,820,AC,AC03,AC030100
전북특별자치도 무주군 설천면 내배방길 22,,37,B02,B0201,B02010700,2575832,32,20181210230201,http://tong.visitkorea.or.kr/cms/resource/14/2575614_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2575614_image2_1.jpg,Type3,127.7567356523,35.9124582874,,20241126115039,5,"063-322-3759 , 010-7231-2050",눈꽃여행,55555,52,730,AC,AC03,AC030100
경기도 포천시 소흘읍 죽엽산로 490,,31,B02,B0201,B02010700,2622230,32,20191002023130,,,,127.1649226080,37.7907315317,,20241126112018,29,010-7204-7604,관광 꿈꾸는숲 펜션,11185,41,650,AC,AC03,AC030100
전라남도 구례군 토지면 곡전재길 15-2,,38,B02,B0201,B02011600,2607706,32,20190622004817,,,,127.5139035800,35.2035703599,,20241126111839,5,010-5625-8444,곡전재,57624,46,730,AC,AC03,AC030200
전라남도 해남군 북평면 동해길 108-23,,38,B02,B0201,B02011600,2604533,32,20190531200140,,,,126.6314417760,34.4415633214,,20241126111339,23,010-5024-5402,고집불통송가네,59054,46,820,AC,AC03,AC030200
충청북도 단양군 가곡면 가대1길 55,,33,B02,B0201,B02010700,2571935,32,20181130222234,http://tong.visitkorea.or.kr/cms/resource/11/2570911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2570911_image2_1.jpg,Type3,128.4094123770,37.0428882901,,20241126104204,2,010-3789-7322,단양추억펜션,27021,43,800,AC,AC03,AC030100
전라남도 여수시 돌산읍 강남해안로 60,,38,B02,B0201,B02011100,2692394,32,20201207191909,,,,127.7454595180,34.7202425635,,20241126103327,13,,GRIDA(그리다 리조트),59768,46,130,AC,AC06,AC060200
경상북도 경주시 감포읍 동해안로 1819-23,,35,B02,B0201,B02010700,2628004,32,20191021232857,,,,129.4917340697,35.7705924587,,20241121113632,2,,에스지빌라앤호텔(미동의),38123,47,130,AC,AC03,AC030100
강원특별자치도 평창군 봉평면 태기로 174,,32,B02,B0201,B02010500,136616,32,20040517090000,http://tong.visitkorea.or.kr/cms/resource/36/1335736_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1335736_image3_1.jpg,Type3,128.3251818060,37.5804025028,6,20241002150818,15,1577-0069,휘닉스 평창 콘도,25307,51,760,AC,AC02,AC020100
강원특별자치도 강릉시 창해로 307 세인트존스호텔,,32,B02,B0201,B02010100,2913922,32,20221111170219,http://tong.visitkorea.or.kr/cms/resource/58/2922358_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2922358_image3_1.jpg,Type3,128.9215243801,37.7911618243,6,20240920101503,1,,세인트존스호텔 파인 인피니티풀,25467,51,150,AC,AC01,AC010100
인천광역시 강화군 화도면 해안남로 2421-202,,2,B02,B0201,B02010700,3102225,32,20240217154300,,,,126.3774327523,37.6206900708,6,20240819180604,1,010-7170-4204,에떼르모 펜션,23061,28,710,AC,AC03,AC030100
경상남도 거제시 장평로 72 (장평동),,36,B02,B0201,B02010900,3044645,32,20231118144753,http://tong.visitkorea.or.kr/cms/resource/66/3055266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3055266_image3_1.jpg,Type1,128.6096047007,34.8913275791,6,20240819172758,1,"055-636-7772, 055-636-7773",프라다모텔,53265,48,310,AC,AC04,AC040100
전북특별자치도 전주시 완산구 향교길 155-13 (교동),1층,37,B02,B0201,B02010700,3101963,32,20240217101651,,,,127.1582109154,35.8128146371,6,20240819172614,12,010-3534-0869,향교길선우가,55045,52,111,AC,AC03,AC030100
경상북도 경주시 포석로1050번길 8-6 (황남동),,35,B02,B0201,B02011600,3102067,32,20240217112423,,,,129.2101318918,35.8342438298,6,20240819171822,2,0507-1364-1437,온새미한옥,38166,47,130,AC,AC03,AC030200
강원특별자치도 횡성군 서원면 월송석화로 496,,32,B02,B0201,B02010700,3044623,32,20231118143241,,,,127.8358238594,37.4657121426,6,20240819163129,18,010-4191-4098,엔제이 풀빌라펜션,25202,51,730,AC,AC03,AC030100
경상남도 밀양시 밀양향교2길 4-7 (교동),,36,B02,B0201,B02011600,3101972,32,20240217104123,,,,128.7550809844,35.5046308478,6,20240819161926,7,010-3883-2939,문화객가 사랑채,50420,48,270,AC,AC03,AC030200
대구광역시 남구 이천로28길 27-2 (이천동),,4,B02,B0201,B02011600,3102106,32,20240217124929,,,,128.5995960785,35.8543079491,6,20240819161533,1,010-7552-9456,스테이 원향,42431,27,200,AC,AC03,AC030200
강원특별자치도 춘천시 백령로75번길 38 (효자동),1층,32,B02,B0201,B02011600,3102069,32,20240217112658,,,,127.7350571602,37.8716465019,6,20240819160425,13,010-8466-6518,스테이 물결,24339,51,110,AC,AC03,AC030200
충청북도 충주시 하종민길 28 (종민동),브리엔츠풀빌라,33,B02,B0201,B02010700,3102219,32,20240217153509,,,,127.9926790753,36.9893783382,6,20240819153801,11,0507-1318-3550,브리엔츠풀빌라,27484,43,130,AC,AC03,AC030100
전라남도 목포시 영산로 36-7 (대의동2가),,38,B02,B0201,B02011100,3102165,32,20240217150502,,,,126.3828442872,34.7867399223,6,20240819153016,8,0507-1336-6877,마실한옥,58754,46,110,AC,AC06,AC060200
경상북도 영천시 천문로 485 (화룡동),,35,B02,B0201,B02011600,3102167,32,20240217150621,,,,128.9233029829,35.9784693542,6,20240819150651,15,054-330-2751,동의참누리원 영천한의마을한옥체험관,38839,47,230,AC,AC03,AC030200
"경기도 안양시 동안구 관양로 279 (관양동, 삼우빌라)",303호,31,B02,B0201,B02011100,3101944,32,20240217095336,,,,126.9754927097,37.3981431886,6,20240819150249,17,0507-1338-3925,옥희와인 게스트하우스,13951,41,173,AC,AC06,AC060200
강원특별자치도 강릉시 명주로55번길 11 (홍제동),,32,B02,B0201,B02011600,3102105,32,20240217124813,,,,128.8873952430,37.7549264615,6,20240819085829,1,0507-1331-7469,고현,25527,51,150,AC,AC03,AC030200
부산광역시 부산진구 중앙대로691번길 32,(부전동),6,B02,B0201,B02010100,2490269,32,20170415014619,,,,129.0572642057,35.1546840499,6,20240806114318,7,010-9270-2597,아르반호텔[한국관광 품질인증/Korea Quality],47287,26,230,AC,AC01,AC010100
강원특별자치도 평창군 용평면 양지길 64,,32,B02,B0201,B02010700,398055,32,20080119033857,,,,128.4908983916,37.6399737692,6,20240731111419,15,"010-5393-5041, 033-334-5003, 033-334-6003",평창 숲속의아침,25312,51,760,AC,AC03,AC030100
경상북도 안동시 임하면 금소4길 23-4,,,B02,B0201,B02011600,3102215,32,20240217152959,,,,128.8528829179,36.5074607137,6,20240731111335,,0507-1466-9887,경함정,36731,47,170,AC,AC03,AC030200
경상북도 안동시 용상시장5길 3 (용상동),소소담 스테이,,B02,B0201,B02011600,3105332,32,20240217112030,,,,128.7492712062,36.5577280243,6,20240731111326,,010-4829-4557,소소담 스테이,36716,47,170,AC,AC03,AC030200
경상남도 남해군 남해읍 화전로122번길 28,,,B02,B0201,B02010900,3044520,32,20231118142637,http://tong.visitkorea.or.kr/cms/resource/47/3054647_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3054647_image3_1.jpg,Type1,127.8970570391,34.8420621126,6,20240731110823,,055-864-6678,CF모텔,52414,48,840,AC,AC04,AC040100
서울특별시 송파구 위례성대로2길 49 (방이동),지하 03호,,B02,B0201,B02011100,3102025,32,20240217105303,,,,127.1114909876,37.5128878700,6,20240731110742,,010-4242-1670,봉봉피아,05546,11,710,AC,AC06,AC060200
제주특별자치도 서귀포시 색달중앙로 162,,39,B02,B0201,B02010500,3112141,32,20240329151128,,,,126.4146822318,33.2691263446,6,20240731110403,3,,야크마을,63549,50,130,AC,AC02,AC020100
전북특별자치도 전주시 완산구 천경로 15-16 (동서학동),,,B02,B0201,B02010700,3101926,32,20240217093811,,,,127.1529531646,35.8084233783,6,20240731110335,,010-3670-7878,시간무늬펜션,55100,52,111,AC,AC03,AC030100
전라남도 순천시 호남길 140 (저전동),,,B02,B0201,B02011600,3101971,32,20240217104005,,,,127.4814267790,34.9514092941,6,20240731110327,,0507-1319-4205,나모:온,57957,46,150,AC,AC03,AC030200
경상남도 남해군 미조면 미조로14번길 6,3층,,B02,B0201,B02010900,3049860,32,20231124201341,,,,128.0467945136,34.7126208898,6,20240731105327,,"055-867-7737, 010-8741-5002",미조탕모텔,52442,48,840,AC,AC04,AC040100
서울특별시 중구 퇴계로68길 14 (광희동2가),,1,B02,B0201,B02010700,3103188,32,20240220095105,,,,127.0097710247,37.5638912266,6,20240731105149,24,010-4972-6903,리재,04614,11,140,AC,AC03,AC030100
전북특별자치도 전주시 완산구 전주천동로 64-10 (교동),,,B02,B0201,B02011600,3102214,32,20240217152842,,,,127.1538252293,35.8114924891,6,20240731105042,,010-4129-2950,색동저고리,55045,52,111,AC,AC03,AC030200
경상북도 경주시 외동읍 죽동길 160-100,,35,B02,B0201,B02010700,3112142,32,20240329151133,,,,129.3065788728,35.7412033678,6,20240731103825,2,,위클라드 애견 풀빌라,38203,47,130,AC,AC03,AC030100
경상북도 경주시 원효로272번길 3 (구황동),,,B02,B0201,B02011600,3102074,32,20240217113323,,,,129.2307465637,35.8408656933,6,20240731103610,,010-8854-7854,알천스테이 한옥커플가족독채펜션,38162,47,130,AC,AC03,AC030200
부산광역시 해운대구 우동1로 43 (우동),,,B02,B0201,B02010700,3101923,32,20240217093538,,,,129.1573774270,35.1653680384,6,20240731103350,,010-6263-9727,코즈플랫,48088,26,350,AC,AC03,AC030100
전라남도 장성군 북하면 궐전길 97,풍경의 아침,,B02,B0201,B02011600,3102033,32,20240217111911,,,,126.8849461235,35.3879442812,6,20240731103203,,0507-1380-1741,풍경의 아침,57206,46,880,AC,AC03,AC030200
대구광역시 북구 학정로9길 12 (태전동),호텔더스테이낭만태전점,,B02,B0201,B02010900,3044529,32,20231118145133,,,,128.5477350780,35.9147557036,6,20240731102827,,010-4537-9957,더스테이호텔 낭만 태전점,41468,27,230,AC,AC04,AC040100
경상북도 안동시 평화5길 62-8 (평화동),닿다 개울가애,,B02,B0201,B02011600,3102077,32,20240217113558,,,,128.7173459914,36.5670985760,6,20240731102754,,010-8490-0894,닿다 개울가애,36653,47,170,AC,AC03,AC030200
경상남도 고성군 회화면 구만로 1334,,,B02,B0201,B02010900,3044647,32,20231118134811,http://tong.visitkorea.or.kr/cms/resource/25/3054325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3054325_image3_1.jpg,Type1,128.3773196728,35.0904899842,6,20240731102644,,055-672-9805,헤라모텔,52913,48,820,AC,AC04,AC040100
경상남도 거제시 거제면 거제남서로 3987,대산 오션뷰 스파 펜션,,B02,B0201,B02010700,3049866,32,20231124203147,,,,128.5546804358,34.8342329733,6,20240731102635,,010-8247-4994,대산 오션뷰 스파 펜션,53282,48,310,AC,AC03,AC030100
강원특별자치도 횡성군 둔내면 삽교로 558,헬로우펜션,32,B02,B0201,B02010700,3044648,32,20231118145623,,,,128.2727900391,37.5561126521,6,20240731102520,18,010-2993-3360,헬로우펜션,25261,51,730,AC,AC03,AC030100
제주특별자치도 서귀포시 남원읍 한신로531번길15,,39,B02,B0201,B02010700,3112140,32,20240329151140,,,,126.7443691759,33.3198870911,6,20240731101134,3,,제주정원집,63616,50,130,AC,AC03,AC030100
전북특별자치도 남원시 주천면 상주길 41-6,,,B02,B0201,B02011600,3101959,32,20240217101141,,,,127.4003896756,35.3768238321,6,20240731100950,,010-9069-4438,리스테이 남원,55803,52,190,AC,AC03,AC030200
서울특별시 종로구 자하문로7길 68-3 (누하동),101호,,B02,B0201,B02011100,3105331,32,20240217105145,,,,126.9691325909,37.5804885676,6,20240731100629,,010-7100-7872,여인숙 깔마,03036,11,110,AC,AC06,AC060200
전북특별자치도 전주시 완산구 풍남문2길 98-6 (전동3가),,,B02,B0201,B02011600,3101967,32,20240217103422,,,,127.1446732030,35.8139114999,6,20240731100314,,063-283-2100,전주하숙,55043,52,111,AC,AC03,AC030200
서울특별시 종로구 필운대로5가길 29,(누하동),1,B02,B0201,B02011600,2583741,32,20181228192600,,,,126.9675494067,37.5803191143,,20240731100220,23,0504-0904-2001,서촌영락재,03037,11,110,AC,AC03,AC030200
서울특별시 서대문구 이화여대길 43 (대현동),4층,,B02,B0201,B02011100,3102126,32,20240217130714,,,,126.9454964679,37.5588934317,6,20240731093713,,010-4362-6296,필스테이 이화 부띠끄,03766,11,410,AC,AC06,AC060200
전라남도 여수시 학동서4길 39 (학동),,,B02,B0201,B02010700,3102124,32,20240217130442,,,,127.6580577260,34.7637250705,6,20240731093547,,"0507-1375-7527, 010-5691-7527",정원이예쁜 독채 펜션,59672,46,130,AC,AC03,AC030100
서울특별시 영등포구 신풍로 72-5 (신길동),,1,B02,B0201,B02010700,3104366,32,20240217104358,,,,126.9142454258,37.4998275134,6,20240731093311,20,010-3981-0251,오늘스테이,07431,11,560,AC,AC03,AC030100
충청남도 금산군 금성면 큰말길 97-6,,,B02,B0201,B02011600,3101962,32,20240217101533,,,,127.4791431585,36.1375055061,6,20240731092221,,0507-1365-5159,한옥스테이 여백,32708,44,710,AC,AC03,AC030200
경상남도 거제시 옥포로4길 35 (옥포동),파라곤모텔,,B02,B0201,B02010900,3049822,32,20231124200333,http://tong.visitkorea.or.kr/cms/resource/07/3059007_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3059007_image3_1.jpg,Type1,128.6965526731,34.8920374020,6,20240731091626,,010-4018-3466,파라곤모텔,53231,48,310,AC,AC04,AC040100
대구광역시 중구 중앙대로81길 22,(동일동),4,B02,B0201,B02010100,2040065,32,20151110182700,,,,128.5923907230,35.8699449351,6,20240619164930,8,053-424-0001,에오스,41935,27,110,AC,AC01,AC010100
전라남도 무안군 청계면 해안로 313-56,,38,B02,B0201,B02010700,2003304,32,20150514222536,http://tong.visitkorea.or.kr/cms/resource/91/2003291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2003291_image2_1.jpg,Type3,126.3963732339,34.9189891274,6,20240417165529,9,010-8674-5333,하늘별바다펜션&별다방,58541,46,840,AC,AC03,AC030100
인천광역시 강화군 화도면 해안남로 1986,,2,B02,B0201,B02010700,3111838,32,20240326191412,,,,126.4116745116,37.6044425634,6,20240326191548,1,,로만티카 애견리조트,23062,28,710,AC,AC03,AC030100
서울특별시 종로구 북촌로11가길 5 (가회동),,1,B02,B0201,B02011600,3072191,32,20231214171816,,,,126.9841756164,37.5821719756,6,20240324201941,23,02-3673-3666,노스텔지어,03052,11,110,AC,AC03,AC030200
서울특별시 성북구 성북로23나길 4,(성북동),1,B02,B0201,B02011100,2583200,32,20181227011427,,,,126.9928467606,37.5923237288,,20240324201919,17,010-8003-1323,아임그린게스트하우스,02879,11,290,AC,AC06,AC060200
경상북도 영양군 석보면 두들마을1길 42,,35,B02,B0201,B02011600,2598962,32,20190424201717,,,,129.1262931487,36.5643649863,,20240324201850,13,054-680-6444,장계향문화체험교육원,36560,47,760,AC,AC03,AC030200
서울특별시 용산구 만리재로36길 16-7,(서계동),1,B02,B0201,B02011100,2622608,32,20191002233357,,,,126.9666530196,37.5536999701,,20240324201739,21,02-2039-2911,서울역 알게스트하우스,04300,11,170,AC,AC06,AC060200
전북특별자치도 전주시 완산구 향교길 85-14,(교동),37,B02,B0201,B02011600,2629550,32,20191023194332,,,,127.1546501311,35.8124340633,,20240324201657,12,010-6631-2624,교동외갓집,55045,52,111,AC,AC03,AC030200
